City,Date,AQI,PM2.5,PM10,NO2,SO2,CO
Delhi,2020-08-03,216,130,276,60,40,2
Delhi,2020-08-04,223,91,199,75,19,4
Delhi,2020-08-05,225,165,201,51,41,0
Delhi,2020-08-06,189,281,372,35,8,2
Delhi,2020-08-07,206,289,389,59,9,0
Delhi,2020-08-08,205,190,146,53,38,1
Delhi,2020-08-09,182,192,200,82,26,1
Delhi,2020-08-10,222,292,187,79,14,0
Delhi,2020-08-11,172,242,212,34,5,2
Delhi,2020-08-12,185,130,132,32,22,1
Delhi,2020-08-13,225,297,150,53,15,4
Delhi,2020-08-14,183,209,364,60,28,1
Delhi,2020-08-15,223,268,93,44,46,2
Delhi,2020-08-16,178,101,81,49,13,4
Delhi,2020-08-17,177,114,347,48,8,1
Delhi,2020-08-18,178,79,164,34,32,3
Delhi,2020-08-19,175,244,271,97,12,4
Delhi,2020-08-20,219,258,248,94,44,1
Delhi,2020-08-21,222,145,165,94,47,1
Delhi,2020-08-22,214,249,130,92,36,0
Delhi,2020-08-23,183,249,293,94,22,2
Delhi,2020-08-24,213,53,297,58,39,2
Delhi,2020-08-25,190,189,219,74,11,3
Delhi,2020-08-26,228,234,208,72,11,4
Delhi,2020-08-27,216,166,386,56,7,4
Delhi,2020-08-28,181,225,303,52,9,0
Delhi,2020-08-29,210,106,268,83,25,1
Delhi,2020-08-30,214,71,167,96,8,4
Delhi,2020-08-31,223,153,135,41,49,4
Delhi,2020-09-01,246,91,111,68,40,1
Delhi,2020-09-02,207,289,228,93,30,1
Delhi,2020-09-03,194,271,367,68,38,3
Delhi,2020-09-04,196,118,380,60,20,1
Delhi,2020-09-05,193,141,206,96,22,0
Delhi,2020-09-06,198,197,207,41,15,0
Delhi,2020-09-07,206,265,260,36,37,2
Delhi,2020-09-08,241,219,103,30,11,4
Delhi,2020-09-09,227,166,378,35,47,0
Delhi,2020-09-10,211,278,251,20,16,1
Delhi,2020-09-11,223,214,189,45,46,4
Delhi,2020-09-12,218,58,308,85,40,4
Delhi,2020-09-13,248,93,388,71,24,4
Delhi,2020-09-14,200,221,137,56,38,1
Delhi,2020-09-15,227,126,213,65,47,3
Delhi,2020-09-16,204,69,381,26,44,0
Delhi,2020-09-17,238,138,354,53,26,3
Delhi,2020-09-18,201,69,319,20,34,2
Delhi,2020-09-19,236,283,247,29,11,2
Delhi,2020-09-20,198,288,399,23,17,1
Delhi,2020-09-21,201,105,294,70,26,2
Delhi,2020-09-22,240,81,106,82,31,2
Delhi,2020-09-23,200,237,220,68,32,0
Delhi,2020-09-24,209,116,344,24,32,0
Delhi,2020-09-25,249,293,184,84,32,4
Delhi,2020-09-26,226,97,219,51,20,4
Delhi,2020-09-27,232,93,146,28,41,2
Delhi,2020-09-28,229,185,395,71,15,2
Delhi,2020-09-29,221,240,340,47,12,4
Delhi,2020-09-30,206,198,148,33,15,3
Delhi,2020-10-01,248,92,82,50,46,0
Delhi,2020-10-02,209,295,234,34,38,4
Delhi,2020-10-03,217,55,139,73,25,4
Delhi,2020-10-04,232,240,96,62,18,2
Delhi,2020-10-05,246,58,82,69,11,2
Delhi,2020-10-06,229,248,302,51,41,0
Delhi,2020-10-07,241,117,290,81,32,3
Delhi,2020-10-08,244,124,219,30,8,4
Delhi,2020-10-09,196,245,321,68,10,2
Delhi,2020-10-10,231,254,82,31,19,3
Delhi,2020-10-11,206,64,257,75,35,1
Delhi,2020-10-12,228,211,277,99,42,0
Delhi,2020-10-13,197,92,157,52,9,3
Delhi,2020-10-14,192,277,242,60,31,4
Delhi,2020-10-15,197,174,332,35,34,0
Delhi,2020-10-16,197,292,238,36,24,3
Delhi,2020-10-17,213,204,134,28,26,3
Delhi,2020-10-18,228,51,242,60,42,2
Delhi,2020-10-19,193,218,223,31,16,4
Delhi,2020-10-20,216,222,137,86,34,1
Delhi,2020-10-21,225,203,111,56,43,4
Delhi,2020-10-22,248,158,372,55,13,3
Delhi,2020-10-23,219,279,125,71,48,4
Delhi,2020-10-24,233,139,127,31,27,4
Delhi,2020-10-25,247,236,87,38,43,4
Delhi,2020-10-26,209,253,210,33,31,1
Delhi,2020-10-27,230,298,135,95,41,2
Delhi,2020-10-28,190,276,238,26,33,3
Delhi,2020-10-29,223,58,342,27,44,2
Delhi,2020-10-30,232,157,172,60,32,3
Delhi,2020-10-31,210,259,254,70,6,4
Delhi,2020-11-01,270,297,110,21,36,3
Delhi,2020-11-02,251,293,351,41,34,2
Delhi,2020-11-03,274,199,275,25,8,1
Delhi,2020-11-04,259,105,327,21,40,0
Delhi,2020-11-05,246,148,323,66,9,3
Delhi,2020-11-06,282,160,350,61,32,4
Delhi,2020-11-07,243,151,257,92,6,1
Delhi,2020-11-08,242,117,357,63,46,0
Delhi,2020-11-09,287,71,344,30,32,0
Delhi,2020-11-10,256,85,288,75,49,4
Delhi,2020-11-11,273,131,283,91,42,4
Delhi,2020-11-12,241,268,114,43,49,4
Delhi,2020-11-13,265,158,278,35,5,0
Delhi,2020-11-14,284,116,327,45,49,4
Delhi,2020-11-15,289,187,161,90,44,0
Delhi,2020-11-16,293,65,304,81,38,4
Delhi,2020-11-17,267,54,281,60,34,2
Delhi,2020-11-18,285,72,173,20,46,1
Delhi,2020-11-19,280,124,282,65,21,2
Delhi,2020-11-20,274,180,124,64,21,3
Delhi,2020-11-21,276,269,155,49,41,3
Delhi,2020-11-22,268,238,331,78,6,2
Delhi,2020-11-23,241,147,265,75,5,2
Delhi,2020-11-24,282,129,137,23,43,4
Delhi,2020-11-25,242,128,297,24,11,2
Delhi,2020-11-26,258,282,234,21,35,3
Delhi,2020-11-27,292,299,211,47,16,2
Delhi,2020-11-28,271,59,392,63,10,2
Delhi,2020-11-29,261,151,167,90,5,1
Delhi,2020-11-30,279,72,121,85,6,3
Delhi,2020-12-01,274,285,197,99,9,1
Delhi,2020-12-02,245,152,179,82,46,4
Delhi,2020-12-03,292,108,80,90,28,1
Delhi,2020-12-04,272,180,260,74,31,0
Delhi,2020-12-05,299,200,109,84,47,2
Delhi,2020-12-06,285,253,272,72,8,1
Delhi,2020-12-07,284,187,159,79,27,4
Delhi,2020-12-08,292,142,203,88,11,0
Delhi,2020-12-09,256,261,224,32,43,0
Delhi,2020-12-10,286,182,132,84,24,2
Delhi,2020-12-11,274,147,140,48,19,3
Delhi,2020-12-12,252,125,343,26,38,3
Delhi,2020-12-13,278,293,86,39,26,1
Delhi,2020-12-14,273,138,263,73,21,1
Delhi,2020-12-15,290,279,301,46,47,2
Delhi,2020-12-16,278,164,230,26,47,0
Delhi,2020-12-17,295,63,188,76,22,1
Delhi,2020-12-18,250,281,160,94,39,4
Delhi,2020-12-19,259,271,182,96,36,3
Delhi,2020-12-20,282,291,393,33,19,0
Delhi,2020-12-21,296,127,202,62,38,2
Delhi,2020-12-22,281,83,363,26,9,2
Delhi,2020-12-23,271,248,350,86,5,1
Delhi,2020-12-24,291,209,284,29,19,3
Delhi,2020-12-25,271,244,249,79,7,3
Delhi,2020-12-26,270,52,200,93,48,3
Delhi,2020-12-27,292,79,113,21,30,0
Delhi,2020-12-28,268,161,92,99,9,0
Delhi,2020-12-29,281,76,271,49,6,2
Delhi,2020-12-30,276,242,129,88,42,0
Delhi,2020-12-31,297,243,385,96,20,3
Delhi,2021-01-01,265,210,360,25,20,2
Delhi,2021-01-02,250,199,163,53,39,4
Delhi,2021-01-03,243,293,153,99,6,1
Delhi,2021-01-04,255,213,106,50,25,3
Delhi,2021-01-05,256,219,108,97,31,1
Delhi,2021-01-06,278,64,279,27,18,2
Delhi,2021-01-07,292,159,359,81,37,2
Delhi,2021-01-08,298,118,285,68,10,1
Delhi,2021-01-09,260,208,98,91,48,3
Delhi,2021-01-10,272,263,208,87,31,3
Delhi,2021-01-11,283,126,264,95,40,0
Delhi,2021-01-12,247,248,183,61,39,1
Delhi,2021-01-13,273,293,173,57,32,4
Delhi,2021-01-14,275,215,394,52,35,0
Delhi,2021-01-15,254,206,284,46,45,0
Delhi,2021-01-16,274,239,128,29,8,1
Delhi,2021-01-17,263,253,80,35,20,0
Delhi,2021-01-18,269,132,287,60,41,0
Delhi,2021-01-19,276,91,374,44,11,3
Delhi,2021-01-20,295,264,156,37,44,1
Delhi,2021-01-21,256,222,108,32,41,4
Delhi,2021-01-22,291,253,157,91,49,0
Delhi,2021-01-23,277,279,285,67,23,4
Delhi,2021-01-24,259,145,383,83,8,0
Delhi,2021-01-25,261,204,372,91,41,1
Delhi,2021-01-26,293,76,316,69,18,4
Delhi,2021-01-27,279,216,90,85,41,4
Delhi,2021-01-28,285,124,262,34,8,0
Delhi,2021-01-29,253,283,239,82,47,2
Delhi,2021-01-30,264,95,128,34,38,4
Delhi,2021-01-31,293,218,228,46,12,4
Delhi,2021-02-01,204,266,231,73,14,2
Delhi,2021-02-02,225,50,391,62,36,3
Delhi,2021-02-03,246,191,216,35,22,0
Delhi,2021-02-04,243,198,184,61,33,0
Delhi,2021-02-05,213,69,252,66,15,4
Delhi,2021-02-06,211,91,264,38,5,2
Delhi,2021-02-07,198,174,312,73,32,4
Delhi,2021-02-08,245,148,138,92,34,2
Delhi,2021-02-09,192,175,198,68,21,2
Delhi,2021-02-10,196,159,271,43,21,1
Delhi,2021-02-11,195,111,277,65,10,0
Delhi,2021-02-12,239,180,87,46,35,4
Delhi,2021-02-13,229,132,249,39,47,0
Delhi,2021-02-14,201,95,149,59,44,0
Delhi,2021-02-15,230,225,387,84,19,1
Delhi,2021-02-16,209,283,138,94,49,2
Delhi,2021-02-17,208,53,129,66,40,2
Delhi,2021-02-18,224,104,244,95,24,0
Delhi,2021-02-19,191,283,215,70,43,4
Delhi,2021-02-20,232,248,205,20,45,1
Delhi,2021-02-21,241,264,113,75,6,0
Delhi,2021-02-22,205,222,133,71,20,2
Delhi,2021-02-23,249,136,139,54,7,0
Delhi,2021-02-24,190,148,324,84,14,1
Delhi,2021-02-25,234,182,108,24,49,1
Delhi,2021-02-26,205,141,107,97,45,0
Delhi,2021-02-27,195,133,300,22,45,1
Delhi,2021-02-28,194,70,255,85,30,4
Delhi,2021-03-01,242,282,230,64,32,2
Delhi,2021-03-02,231,89,219,37,44,3
Delhi,2021-03-03,203,155,146,30,31,2
Delhi,2021-03-04,238,261,376,44,5,0
Delhi,2021-03-05,194,225,211,42,14,0
Delhi,2021-03-06,213,216,261,23,7,4
Delhi,2021-03-07,212,185,98,77,47,1
Delhi,2021-03-08,226,277,160,52,10,0
Delhi,2021-03-09,191,114,138,32,34,1
Delhi,2021-03-10,207,278,221,78,16,2
Delhi,2021-03-11,233,247,345,56,27,0
Delhi,2021-03-12,204,133,102,78,47,3
Delhi,2021-03-13,236,254,379,92,44,0
Delhi,2021-03-14,225,64,141,67,30,4
Delhi,2021-03-15,233,166,232,86,46,3
Delhi,2021-03-16,235,214,114,80,27,4
Delhi,2021-03-17,200,104,312,75,8,1
Delhi,2021-03-18,214,152,257,87,23,0
Delhi,2021-03-19,196,273,117,37,36,3
Delhi,2021-03-20,241,270,332,98,14,1
Delhi,2021-03-21,198,269,250,35,13,0
Delhi,2021-03-22,214,185,225,40,41,1
Delhi,2021-03-23,201,73,157,47,26,1
Delhi,2021-03-24,237,189,216,80,37,4
Delhi,2021-03-25,220,161,321,40,15,3
Delhi,2021-03-26,224,94,381,62,35,2
Delhi,2021-03-27,191,102,359,87,14,3
Delhi,2021-03-28,191,228,121,56,8,4
Delhi,2021-03-29,242,287,372,28,34,1
Delhi,2021-03-30,218,207,386,21,33,4
Delhi,2021-03-31,221,160,120,90,44,2
Delhi,2021-04-01,233,167,314,30,49,3
Delhi,2021-04-02,244,234,324,66,19,4
Delhi,2021-04-03,232,290,331,28,32,2
Delhi,2021-04-04,190,111,120,60,49,2
Delhi,2021-04-05,199,261,233,72,17,1
Delhi,2021-04-06,234,250,87,73,43,3
Delhi,2021-04-07,248,299,312,97,15,0
Delhi,2021-04-08,244,88,175,77,28,3
Delhi,2021-04-09,202,130,217,73,41,3
Delhi,2021-04-10,236,193,216,53,10,2
Delhi,2021-04-11,192,97,140,83,5,4
Delhi,2021-04-12,206,120,86,49,13,2
Delhi,2021-04-13,203,283,240,81,45,3
Delhi,2021-04-14,249,50,286,74,22,1
Delhi,2021-04-15,223,70,282,55,39,1
Delhi,2021-04-16,237,181,202,20,45,2
Delhi,2021-04-17,199,265,129,68,43,1
Delhi,2021-04-18,215,162,259,54,37,3
Delhi,2021-04-19,219,110,209,23,32,3
Delhi,2021-04-20,240,292,88,44,47,1
Delhi,2021-04-21,244,125,131,37,40,0
Delhi,2021-04-22,191,117,88,32,29,0
Delhi,2021-04-23,241,260,132,92,31,2
Delhi,2021-04-24,244,150,119,53,29,2
Delhi,2021-04-25,234,287,308,65,47,1
Delhi,2021-04-26,229,193,315,68,32,1
Delhi,2021-04-27,231,58,241,76,34,3
Delhi,2021-04-28,204,76,290,57,49,2
Delhi,2021-04-29,235,85,146,99,9,0
Delhi,2021-04-30,201,260,106,45,46,3
Delhi,2021-05-01,206,289,192,92,35,0
Delhi,2021-05-02,222,169,110,95,8,2
Delhi,2021-05-03,197,283,104,58,23,4
Delhi,2021-05-04,221,150,304,90,17,3
Delhi,2021-05-05,213,296,90,83,13,4
Delhi,2021-05-06,207,212,212,22,39,2
Delhi,2021-05-07,237,188,225,92,7,0
Delhi,2021-05-08,212,244,238,90,42,0
Delhi,2021-05-09,247,119,144,47,12,0
Delhi,2021-05-10,211,273,167,83,15,3
Delhi,2021-05-11,194,215,146,53,7,2
Delhi,2021-05-12,242,283,390,75,41,3
Delhi,2021-05-13,235,253,85,39,49,4
Delhi,2021-05-14,241,95,221,61,49,1
Delhi,2021-05-15,211,75,199,29,37,3
Delhi,2021-05-16,214,189,243,74,37,0
Delhi,2021-05-17,193,176,97,63,15,2
Delhi,2021-05-18,229,82,179,63,12,3
Delhi,2021-05-19,243,125,112,56,8,1
Delhi,2021-05-20,235,75,207,79,21,1
Delhi,2021-05-21,192,249,154,47,22,3
Delhi,2021-05-22,214,248,136,61,33,3
Delhi,2021-05-23,236,211,274,96,30,3
Delhi,2021-05-24,197,136,246,45,25,1
Delhi,2021-05-25,248,280,200,64,20,3
Delhi,2021-05-26,226,203,368,46,31,4
Delhi,2021-05-27,244,64,119,66,6,0
Delhi,2021-05-28,240,109,337,97,34,1
Delhi,2021-05-29,240,159,329,86,46,0
Delhi,2021-05-30,212,149,372,32,21,0
Delhi,2021-05-31,224,126,243,20,27,3
Delhi,2021-06-01,187,216,178,62,22,0
Delhi,2021-06-02,214,166,296,47,34,0
Delhi,2021-06-03,208,267,377,99,13,3
Delhi,2021-06-04,222,278,167,74,33,3
Delhi,2021-06-05,217,135,364,98,23,3
Delhi,2021-06-06,173,291,252,28,34,1
Delhi,2021-06-07,189,287,367,21,9,0
Delhi,2021-06-08,223,117,214,89,9,4
Delhi,2021-06-09,202,273,215,24,21,1
Delhi,2021-06-10,188,78,330,55,25,4
Delhi,2021-06-11,211,222,240,88,18,0
Delhi,2021-06-12,203,58,107,75,45,1
Delhi,2021-06-13,187,288,194,43,49,0
Delhi,2021-06-14,178,258,336,29,33,0
Delhi,2021-06-15,214,273,309,74,13,1
Delhi,2021-06-16,210,185,349,44,47,3
Delhi,2021-06-17,179,181,191,98,18,0
Delhi,2021-06-18,194,85,244,67,27,2
Delhi,2021-06-19,175,68,128,84,14,1
Delhi,2021-06-20,187,268,341,76,24,3
Delhi,2021-06-21,184,160,384,46,32,0
Delhi,2021-06-22,182,198,149,70,21,4
Delhi,2021-06-23,222,107,189,46,48,4
Delhi,2021-06-24,197,177,175,95,20,0
Delhi,2021-06-25,209,225,376,83,43,0
Delhi,2021-06-26,173,114,317,93,31,1
Delhi,2021-06-27,208,201,293,99,35,2
Delhi,2021-06-28,220,134,218,64,29,0
Delhi,2021-06-29,202,256,372,48,25,0
Delhi,2021-06-30,209,175,301,95,14,3
Delhi,2021-07-01,202,144,88,78,9,4
Delhi,2021-07-02,181,115,150,47,29,0
Delhi,2021-07-03,221,183,376,76,45,2
Delhi,2021-07-04,199,211,350,23,7,3
Delhi,2021-07-05,177,95,156,61,27,0
Delhi,2021-07-06,193,190,389,77,31,1
Delhi,2021-07-07,200,282,266,29,21,1
Delhi,2021-07-08,171,62,305,82,41,3
Delhi,2021-07-09,214,207,146,91,30,1
Delhi,2021-07-10,218,231,110,42,30,3
Delhi,2021-07-11,181,268,270,82,24,0
Delhi,2021-07-12,179,220,211,59,41,0
Delhi,2021-07-13,190,107,235,83,46,4
Delhi,2021-07-14,218,193,239,57,17,4
Delhi,2021-07-15,210,269,280,67,20,3
Delhi,2021-07-16,196,78,259,85,6,4
Delhi,2021-07-17,198,294,157,58,27,3
Delhi,2021-07-18,215,193,371,92,41,1
Delhi,2021-07-19,208,88,107,42,11,2
Delhi,2021-07-20,178,246,274,37,27,2
Delhi,2021-07-21,202,73,293,48,41,3
Delhi,2021-07-22,209,257,333,76,14,2
Delhi,2021-07-23,201,254,91,54,35,3
Delhi,2021-07-24,194,248,207,55,11,3
Delhi,2021-07-25,194,162,148,61,23,0
Delhi,2021-07-26,189,111,207,38,24,3
Delhi,2021-07-27,207,98,204,98,43,4
Delhi,2021-07-28,194,74,187,93,45,1
Delhi,2021-07-29,197,140,140,34,27,0
Delhi,2021-07-30,203,250,173,25,13,3
Delhi,2021-07-31,171,82,109,54,42,4
Delhi,2021-08-01,195,118,336,40,46,0
Delhi,2021-08-02,208,241,130,61,22,1
Delhi,2021-08-03,216,243,309,66,25,3
Delhi,2021-08-04,170,172,339,70,21,4
Delhi,2021-08-05,189,213,199,97,34,0
Delhi,2021-08-06,191,119,392,62,43,1
Delhi,2021-08-07,219,237,310,63,7,1
Delhi,2021-08-08,221,261,200,67,8,4
Delhi,2021-08-09,207,268,93,45,8,1
Delhi,2021-08-10,171,217,234,86,37,2
Delhi,2021-08-11,171,162,399,34,5,1
Delhi,2021-08-12,213,250,379,47,22,1
Delhi,2021-08-13,184,183,392,90,13,4
Delhi,2021-08-14,213,84,203,93,23,2
Delhi,2021-08-15,216,222,137,52,34,2
Delhi,2021-08-16,180,175,342,80,47,1
Delhi,2021-08-17,173,244,399,59,41,1
Delhi,2021-08-18,181,235,210,99,14,1
Delhi,2021-08-19,226,124,213,21,38,4
Delhi,2021-08-20,182,57,94,84,26,0
Delhi,2021-08-21,196,211,166,85,5,2
Delhi,2021-08-22,212,83,332,81,10,0
Delhi,2021-08-23,180,264,117,79,5,1
Delhi,2021-08-24,174,83,298,24,15,0
Delhi,2021-08-25,180,160,385,86,12,1
Delhi,2021-08-26,170,199,120,45,11,1
Delhi,2021-08-27,197,247,296,53,25,1
Delhi,2021-08-28,195,85,362,83,5,4
Delhi,2021-08-29,209,167,380,83,14,3
Delhi,2021-08-30,207,297,150,62,28,2
Delhi,2021-08-31,206,191,298,29,36,1
Delhi,2021-09-01,197,273,222,81,41,4
Delhi,2021-09-02,216,270,123,74,20,0
Delhi,2021-09-03,201,257,377,32,36,2
Delhi,2021-09-04,238,155,383,89,39,3
Delhi,2021-09-05,236,113,376,92,5,1
Delhi,2021-09-06,204,270,106,63,11,1
Delhi,2021-09-07,244,89,257,23,38,2
Delhi,2021-09-08,228,153,163,89,13,0
Delhi,2021-09-09,210,101,97,33,12,0
Delhi,2021-09-10,215,133,262,32,22,0
Delhi,2021-09-11,212,266,165,96,30,2
Delhi,2021-09-12,198,128,171,30,41,0
Delhi,2021-09-13,243,297,84,49,30,4
Delhi,2021-09-14,218,281,139,85,37,4
Delhi,2021-09-15,218,152,359,96,14,1
Delhi,2021-09-16,208,145,313,61,31,3
Delhi,2021-09-17,218,57,190,44,6,0
Delhi,2021-09-18,190,192,108,65,29,1
Delhi,2021-09-19,245,188,261,66,43,0
Delhi,2021-09-20,218,74,341,65,9,2
Delhi,2021-09-21,231,267,111,25,20,2
Delhi,2021-09-22,211,286,208,61,33,2
Delhi,2021-09-23,202,214,214,69,11,0
Delhi,2021-09-24,224,230,222,30,43,3
Delhi,2021-09-25,212,291,342,74,24,1
Delhi,2021-09-26,206,265,219,36,24,1
Delhi,2021-09-27,235,91,268,85,31,0
Delhi,2021-09-28,190,213,271,49,10,2
Delhi,2021-09-29,229,128,202,44,8,1
Delhi,2021-09-30,248,104,244,73,31,4
Delhi,2021-10-01,234,200,372,99,13,2
Delhi,2021-10-02,216,297,199,56,11,0
Delhi,2021-10-03,198,173,184,81,37,0
Delhi,2021-10-04,226,186,294,76,47,4
Delhi,2021-10-05,229,202,280,44,25,4
Delhi,2021-10-06,210,91,243,82,32,3
Delhi,2021-10-07,208,270,346,63,15,4
Delhi,2021-10-08,239,265,223,98,19,0
Delhi,2021-10-09,198,160,222,24,14,1
Delhi,2021-10-10,216,117,320,65,25,4
Delhi,2021-10-11,219,261,289,27,34,3
Delhi,2021-10-12,208,124,92,78,30,2
Delhi,2021-10-13,219,55,90,36,40,2
Delhi,2021-10-14,193,162,357,90,49,0
Delhi,2021-10-15,193,271,361,84,21,3
Delhi,2021-10-16,232,153,309,85,8,2
Delhi,2021-10-17,213,292,379,94,31,4
Delhi,2021-10-18,206,92,224,79,13,2
Delhi,2021-10-19,190,139,126,25,43,4
Delhi,2021-10-20,196,160,112,23,32,2
Delhi,2021-10-21,235,287,282,34,15,1
Delhi,2021-10-22,216,84,92,63,13,4
Delhi,2021-10-23,234,107,89,88,45,1
Delhi,2021-10-24,192,56,271,42,23,4
Delhi,2021-10-25,226,144,263,86,35,3
Delhi,2021-10-26,204,215,106,90,49,1
Delhi,2021-10-27,212,178,246,44,33,0
Delhi,2021-10-28,249,173,215,34,33,1
Delhi,2021-10-29,216,215,252,36,7,4
Delhi,2021-10-30,198,53,321,86,17,4
Delhi,2021-10-31,206,252,398,64,18,2
Delhi,2021-11-01,251,208,267,67,21,2
Delhi,2021-11-02,275,222,189,36,9,4
Delhi,2021-11-03,247,236,197,80,17,1
Delhi,2021-11-04,289,268,205,26,30,2
Delhi,2021-11-05,248,202,388,73,12,0
Delhi,2021-11-06,244,266,166,32,45,4
Delhi,2021-11-07,284,99,199,43,44,3
Delhi,2021-11-08,243,282,355,78,30,0
Delhi,2021-11-09,290,101,197,71,29,1
Delhi,2021-11-10,253,108,213,37,27,3
Delhi,2021-11-11,249,190,90,71,22,2
Delhi,2021-11-12,277,72,290,22,43,4
Delhi,2021-11-13,247,97,313,46,21,2
Delhi,2021-11-14,260,235,144,52,22,0
Delhi,2021-11-15,278,283,265,48,19,0
Delhi,2021-11-16,244,162,202,51,40,2
Delhi,2021-11-17,290,210,374,25,28,1
Delhi,2021-11-18,251,118,154,51,44,0
Delhi,2021-11-19,270,75,167,21,45,0
Delhi,2021-11-20,290,139,262,49,48,1
Delhi,2021-11-21,251,291,313,55,47,4
Delhi,2021-11-22,297,64,219,80,21,2
Delhi,2021-11-23,258,274,311,36,14,0
Delhi,2021-11-24,298,154,283,96,5,0
Delhi,2021-11-25,245,236,260,66,33,0
Delhi,2021-11-26,281,177,82,49,31,1
Delhi,2021-11-27,255,202,332,40,41,2
Delhi,2021-11-28,290,175,102,49,34,1
Delhi,2021-11-29,297,149,186,28,13,1
Delhi,2021-11-30,287,172,372,51,41,2
Delhi,2021-12-01,258,200,317,31,37,2
Delhi,2021-12-02,264,174,105,23,10,4
Delhi,2021-12-03,264,231,209,58,36,0
Delhi,2021-12-04,279,240,348,85,31,2
Delhi,2021-12-05,269,139,115,36,15,4
Delhi,2021-12-06,240,268,138,65,8,4
Delhi,2021-12-07,261,247,258,65,20,0
Delhi,2021-12-08,259,280,319,48,26,4
Delhi,2021-12-09,297,63,330,51,12,1
Delhi,2021-12-10,260,234,206,72,18,2
Delhi,2021-12-11,256,299,211,54,13,3
Delhi,2021-12-12,243,118,351,82,28,2
Delhi,2021-12-13,276,151,145,26,11,2
Delhi,2021-12-14,248,192,387,21,45,3
Delhi,2021-12-15,269,117,327,88,20,0
Delhi,2021-12-16,274,148,155,56,8,0
Delhi,2021-12-17,299,180,270,79,45,4
Delhi,2021-12-18,270,124,254,44,17,3
Delhi,2021-12-19,249,121,395,81,17,1
Delhi,2021-12-20,268,165,392,51,49,3
Delhi,2021-12-21,259,66,204,29,9,3
Delhi,2021-12-22,257,215,372,36,28,2
Delhi,2021-12-23,284,63,150,82,24,1
Delhi,2021-12-24,240,128,203,97,20,3
Delhi,2021-12-25,278,137,217,84,28,1
Delhi,2021-12-26,251,76,136,47,7,1
Delhi,2021-12-27,249,194,222,39,35,1
Delhi,2021-12-28,257,152,359,82,40,1
Delhi,2021-12-29,250,256,368,90,11,1
Delhi,2021-12-30,280,121,199,50,10,2
Delhi,2021-12-31,262,60,392,74,42,0
Delhi,2022-01-01,284,289,161,75,7,0
Delhi,2022-01-02,293,138,370,84,34,0
Delhi,2022-01-03,276,117,335,88,8,0
Delhi,2022-01-04,288,53,86,90,37,1
Delhi,2022-01-05,249,213,362,59,48,3
Delhi,2022-01-06,279,214,357,55,16,1
Delhi,2022-01-07,288,219,360,80,40,0
Delhi,2022-01-08,276,101,226,72,44,1
Delhi,2022-01-09,284,144,164,81,32,1
Delhi,2022-01-10,287,266,157,90,33,1
Delhi,2022-01-11,262,191,217,48,45,4
Delhi,2022-01-12,294,50,349,43,18,3
Delhi,2022-01-13,245,78,104,53,39,3
Delhi,2022-01-14,246,132,111,74,27,2
Delhi,2022-01-15,277,108,234,20,19,1
Delhi,2022-01-16,290,231,248,63,7,1
Delhi,2022-01-17,287,247,105,66,25,1
Delhi,2022-01-18,260,201,97,33,20,3
Delhi,2022-01-19,284,269,131,83,33,1
Delhi,2022-01-20,271,99,82,66,26,0
Delhi,2022-01-21,240,50,142,50,9,1
Delhi,2022-01-22,245,93,354,71,40,3
Delhi,2022-01-23,262,197,98,64,11,4
Delhi,2022-01-24,295,227,224,76,35,4
Delhi,2022-01-25,255,75,334,28,14,1
Delhi,2022-01-26,254,264,263,48,14,0
Delhi,2022-01-27,251,231,395,73,12,2
Delhi,2022-01-28,248,198,386,23,14,3
Delhi,2022-01-29,249,239,86,99,40,1
Delhi,2022-01-30,260,204,127,91,7,2
Delhi,2022-01-31,246,147,274,84,5,4
Delhi,2022-02-01,231,150,239,49,43,0
Delhi,2022-02-02,239,214,285,96,12,0
Delhi,2022-02-03,202,225,232,77,29,0
Delhi,2022-02-04,232,241,250,36,10,3
Delhi,2022-02-05,248,283,264,51,10,3
Delhi,2022-02-06,214,112,227,30,11,4
Delhi,2022-02-07,195,116,287,49,20,1
Delhi,2022-02-08,199,118,326,51,34,4
Delhi,2022-02-09,190,253,373,54,37,0
Delhi,2022-02-10,223,91,261,98,12,1
Delhi,2022-02-11,226,172,386,64,46,1
Delhi,2022-02-12,230,232,248,67,23,3
Delhi,2022-02-13,228,85,337,80,19,0
Delhi,2022-02-14,225,163,122,34,41,0
Delhi,2022-02-15,206,142,383,39,15,3
Delhi,2022-02-16,212,244,219,88,9,0
Delhi,2022-02-17,230,227,296,26,15,2
Delhi,2022-02-18,194,182,230,48,33,4
Delhi,2022-02-19,245,283,398,82,47,3
Delhi,2022-02-20,207,204,317,57,44,3
Delhi,2022-02-21,205,288,122,95,25,1
Delhi,2022-02-22,249,223,260,94,24,4
Delhi,2022-02-23,192,101,335,71,7,2
Delhi,2022-02-24,204,223,181,86,12,1
Delhi,2022-02-25,214,266,255,75,32,4
Delhi,2022-02-26,202,219,312,56,40,2
Delhi,2022-02-27,211,268,287,33,36,3
Delhi,2022-02-28,202,69,360,43,5,0
Delhi,2022-03-01,235,99,275,36,29,0
Delhi,2022-03-02,241,217,102,73,40,3
Delhi,2022-03-03,244,208,122,26,34,3
Delhi,2022-03-04,235,122,381,44,26,3
Delhi,2022-03-05,236,269,286,96,38,2
Delhi,2022-03-06,201,97,113,69,45,4
Delhi,2022-03-07,221,199,131,27,47,3
